seed,selected_stage,sample_id,system_id,direction,component_count,chemical_family,component_i_family,component_j_family,x_i,x_j,pair_interaction,absolute_pair_interaction,composition_weighted_pair_contribution,mean_abs_log_gamma,excess_gibbs_rt,evaluation_partition
0,stage2,state_01d8c748879f212a12304dd3,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.0,1.0,-0.4008651375770569,0.4008651375770569,-0.0,0.20043256878852844,0.0,test
0,stage2,state_0200e9a2dea9945fb094eb84,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.566,0.43400000000000005,1.9243109226226807,1.9243109226226807,0.4726954322767258,0.48738980293273926,0.47269541025161743,test
0,stage2,state_091b48a2bd3f4f7b4ccefbea,2c_acf6c70dfacb27974826,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.5081,0.4919,0.9807475209236145,0.9807475209236145,0.24512253338605583,0.24521812796592712,0.2451225221157074,test
0,stage2,state_0c31a851edb98677100c0020,2c_4cc4055379eb0154120e,isothermal,2,alkane/cycloalkane + sulfur-containing,sulfur-containing,alkane/cycloalkane,0.805,0.19499999999999995,0.5897281765937805,0.5897281765937805,0.09257258052080868,0.20994418859481812,0.09257258474826813,test
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.278,0.722,1.2704850435256958,1.2704850435256958,0.25500667599630356,0.3938843607902527,0.25500667095184326,test
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,sulfur-containing,alkane/cycloalkane,0.3561,0.6438999999999999,0.5471017956733704,0.5471017956733704,0.125446497143957,0.15021367371082306,0.12544649839401245,test
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.0,1.0,1.2053780555725098,1.2053780555725098,0.0,0.6026890277862549,0.0,test
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.201,0.7989999999999999,1.0794745683670044,1.0794745683670044,0.17336253620517253,0.37623900175094604,0.17336253821849823,test
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.6257,0.37429999999999997,-0.2060508280992508,0.2060508280992508,-0.04825700297593877,0.04443524777889252,-0.0482570044696331,test
0,stage2,state_13f5a391df93f92ccc48c602,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.8118,0.18820000000000003,-0.2597167491912842,0.2597167491912842,-0.03967972232617378,0.07053293287754059,-0.039679720997810364,test
0,stage2,state_1496b8bc8194125c1572d87a,2c_68abb36eecbce76e2e58,isobaric,2,alkane/cycloalkane + halogenated,halogenated,alkane/cycloalkane,0.4529,0.5470999999999999,0.5518237948417664,0.5518237948417664,0.13673177728572664,0.13983063399791718,0.13673177361488342,test
0,stage2,state_14bbf84143746dbf18c961ba,2c_d119216a7f1c0b5c260c,isothermal,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.0997,0.9003,2.107130765914917,2.107130765914917,0.18913586790675402,0.7921513319015503,0.1891358643770218,test
0,stage2,state_154b54dde17c8be2dc669da1,2c_b5e6a87ec43f38c5a3d1,isothermal,2,alkane/cycloalkane + halogenated,alkane/cycloalkane,halogenated,0.348,0.652,0.8706150650978088,0.8706150650978088,0.19753907581043242,0.2487281858921051,0.1975390762090683,test
0,stage2,state_15feae5a5af6f3b1d51b250f,2c_0537ca75f0252274a31e,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.3663,0.6336999999999999,0.46925705671310425,0.46925705671310425,0.10892597050216019,0.14078719913959503,0.10892597585916519,test
0,stage2,state_16f0a733fa0a851bb1b97d23,2c_0537ca75f0252274a31e,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.1671,0.8329,0.3710165023803711,0.3710165023803711,0.051637182651529306,0.15876372158527374,0.051637183874845505,test
0,stage2,state_17d83c90cb279204af27a402,2c_7954fe4787215de62628,isobaric,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.728,0.272,1.0292270183563232,1.0292270183563232,0.2038034172668457,0.29454678297042847,0.2038034200668335,test
0,stage2,state_188e6c152ade68de895cbaee,2c_e1c33e24ae7f6ab4d0bf,isothermal,2,halogenated + nitrogen-containing,halogenated,nitrogen-containing,0.8693,0.13070000000000004,0.9811205267906189,0.9811205267906189,0.11147247126383844,0.33699339628219604,0.1114724799990654,test
0,stage2,state_1a113b4f8839c008ee8db709,2c_c6a565ee5191fe2b2cdb,isothermal,2,alcohol/polyol + sulfur-containing,sulfur-containing,alcohol/polyol,0.902,0.09799999999999998,1.2047288417816162,1.2047288417816162,0.10649321069812771,0.4780954122543335,0.10649320483207703,test
0,stage2,state_1ae4feef6e58a27e09dc24b0,2c_549357b643a32e7f29d6,isothermal,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.9308,0.06920000000000004,0.6609237790107727,0.6609237790107727,0.04257099946242334,0.28875070810317993,0.04257100075483322,test
0,stage2,state_1bec1c083dc044c3b3daf990,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.1259,0.8741,-0.4832068085670471,0.4832068085670471,-0.0531765178852886,0.18744009733200073,-0.05317652225494385,test
0,stage2,state_1e46c3706d194924d65d77ae,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.452,0.548,-0.17268425226211548,0.17268425226211548,-0.04277319854831696,0.047047220170497894,-0.04277319461107254,test
0,stage2,state_1ee17e8e78d134515a8b8538,2c_6f361cb0ec8be0b0e6dd,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.416,0.5840000000000001,1.2451199293136597,1.2451199293136597,0.30249441610717775,0.32222649455070496,0.3024944067001343,test
0,stage2,state_1f8a0668be8a5f578ec5ab8b,2c_4e1effd6e44016fa9e71,full_state,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,alcohol/polyol,aromatic/unsaturated hydrocarbon,0.9738,0.0262,1.8186455965042114,1.8186455965042114,0.04640012354514599,0.856651246547699,0.046400122344493866,test
0,stage2,state_27883440d04ffe0e65ba30d7,2c_549357b643a32e7f29d6,isothermal,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.1549,0.8451,0.7113210558891296,0.7113210558891296,0.09311618702901185,0.257670521736145,0.09311618655920029,test
0,stage2,state_28c8aaf82e0e89724ea09866,2c_0537ca75f0252274a31e,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.9874,0.012599999999999945,0.9314352869987488,0.9314352869987488,0.011588209950020262,0.4464470446109772,0.011588210240006447,test
0,stage2,state_2ad94a60e2570ac4f7901639,2c_68abb36eecbce76e2e58,isobaric,2,alkane/cycloalkane + halogenated,halogenated,alkane/cycloalkane,0.6404,0.35960000000000003,0.4889864921569824,0.4889864921569824,0.11260764306800844,0.13071255385875702,0.11260764300823212,test
0,stage2,state_2be7839d81240133ea3e70e3,2c_e61dad92ccc0c30340a4,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.0,1.0,0.9215027689933777,0.9215027689933777,0.0,0.46075138449668884,0.0,test
0,stage2,state_2cdd85b64a63528882259e4d,2c_f98cab4acf014d5210d4,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.76,0.24,0.05478399991989136,0.05478399991989136,0.009992601585388184,0.012993811629712582,0.009992601349949837,test
0,stage2,state_3084f8211a1e923ac024a17c,2c_4e1effd6e44016fa9e71,isobaric,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,aromatic/unsaturated hydrocarbon,alcohol/polyol,0.276,0.724,1.694698452949524,1.694698452949524,0.3386414236621857,0.48791754245758057,0.3386414051055908,test
0,stage2,state_3103cba436060f030672469a,2c_3cf279eea352998261d1,isothermal,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.7248,0.2752,0.9963146448135376,0.9963146448135376,0.19872986077514648,0.2961432933807373,0.19872985780239105,test
0,stage2,state_3105a1e71b376812fcee49bc,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.2107,0.7893,-0.26909399032592773,0.26909399032592773,-0.04475181329908848,0.09654539078474045,-0.044751815497875214,test
0,stage2,state_31e3243f93d0a8a0028fc346,2c_ae514b5a938c4d83d1c9,isothermal,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.9717,0.028299999999999992,2.4280848503112793,2.4280848503112793,0.06677017238804339,1.1225650310516357,0.06677017360925674,test
0,stage2,state_31f007b7434f9958f59e9bd5,2c_c6a565ee5191fe2b2cdb,isothermal,2,alcohol/polyol + sulfur-containing,sulfur-containing,alcohol/polyol,0.024,0.976,1.0444751977920532,1.0444751977920532,0.024465787033081055,0.4979199767112732,0.024465786293148994,test
0,stage2,state_32efce06be6735f12a638cb3,2c_0537ca75f0252274a31e,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.4867,0.5133,0.5288677215576172,0.5288677215576172,0.13212337897813797,0.1340073049068451,0.13212338089942932,test
0,stage2,state_35a849735b35e27af55dfafd,2c_68abb36eecbce76e2e58,isobaric,2,alkane/cycloalkane + halogenated,halogenated,alkane/cycloalkane,0.5218,0.47819999999999996,0.48475468158721924,0.48475468158721924,0.12095829558192729,0.12122869491577148,0.12095828354358673,test
0,stage2,state_39129b88545d3bb3337e9ab6,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,sulfur-containing,alkane/cycloalkane,0.000516,0.999484,0.5286053419113159,0.5286053419113159,0.00027261961208232307,0.2640422582626343,0.00027261959621682763,test
0,stage2,state_3aa916dbee15d477c936be36,2c_303f5d258da9140f9795,isothermal,2,carboxylic acid/ester + water,water,carboxylic acid/ester,0.0,1.0,0.5869184732437134,0.5869184732437134,0.0,0.2934592366218567,0.0,test
0,stage2,state_3b98fedbe90fe6994ebdda6a,2c_f98cab4acf014d5210d4,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.937,0.06299999999999994,0.06873682141304016,0.06873682141304016,0.004057603304833171,0.028597593307495117,0.004057603422552347,test
0,stage2,state_3bdf9d94626a3e40673b111a,2c_d119216a7f1c0b5c260c,isothermal,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.3999,0.6001000000000001,1.6815311908721924,1.6815311908721924,0.40353383837019685,0.41463690996170044,0.40353381633758545,test
0,stage2,state_3c7073b538c155294ba6efab,2c_165952a69a69e7a8d3f6,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.307,0.6930000000000001,2.142969846725464,2.142969846725464,0.4559189778606892,0.6076878905296326,0.4559189975261688,test
0,stage2,state_3e80e51706879af1ef059c85,2c_f4a55bc5fa0e7d69faf8,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.137,0.863,0.6512728333473206,0.6512728333473206,0.07700063835948706,0.22855040431022644,0.07700063288211823,test
0,stage2,state_40023a1b797d2885c3d185f6,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.829,0.17100000000000004,2.0056674480438232,2.0056674480438232,0.2843214117672444,0.7012225389480591,0.2843214273452759,test
0,stage2,state_40ed4ef5fcebc476a5059b3a,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.945,0.05500000000000005,1.4007068872451782,1.4007068872451782,0.0728017404645682,0.6055609583854675,0.07280173897743225,test
0,stage2,state_41b225f0df13534c71ef629d,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.195,0.8049999999999999,2.016037702560425,2.016037702560425,0.3164675183594227,0.6743495464324951,0.3164675235748291,test
0,stage2,state_42714c8454fe1bbc919a31e8,2c_bfc5b8e48b4d01f64642,isobaric,2,alcohol/polyol + sulfoxide/sulfone,alcohol/polyol,sulfoxide/sulfone,0.017,0.983,0.3059173822402954,0.3059173822402954,0.0051121853746175765,0.14375917613506317,0.00511218560859561,test
0,stage2,state_431cbc30f2ba3f831fd51476,2c_6f361cb0ec8be0b0e6dd,isobaric,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.757,0.243,1.349959373474121,1.349959373474121,0.24832637670993804,0.4062703251838684,0.2483263909816742,test
0,stage2,state_435221e5d9ffbc967180f5a9,2c_4e1effd6e44016fa9e71,full_state,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,alcohol/polyol,aromatic/unsaturated hydrocarbon,0.923,0.07699999999999996,1.7928539514541626,1.7928539514541626,0.12741992318379874,0.7535244822502136,0.12741991877555847,test
0,stage2,state_43e0e081364d66806600b170,2c_f98cab4acf014d5210d4,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.043,0.957,-0.05665908753871918,0.05665908753871918,-0.0023315781113058326,0.021993257105350494,-0.0023315781727433205,test
0,stage2,state_45d374b2419a4166b2c704e4,2c_f4a55bc5fa0e7d69faf8,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.33,0.6699999999999999,0.5919570326805115,0.5919570326805115,0.1308816999256611,0.15337562561035156,0.13088171184062958,test
0,stage2,state_45e573dac6f871eaaf587619,2c_f6f5f309e3d6c1952684,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.5369,0.46309999999999996,-0.1132076233625412,0.1132076233625412,-0.02814776120858863,0.02833777293562889,-0.028147758916020393,test
0,stage2,state_480e8bf152b6b397a8b92d74,2c_bfc5b8e48b4d01f64642,isobaric,2,alcohol/polyol + sulfoxide/sulfone,alcohol/polyol,sulfoxide/sulfone,0.007,0.993,0.3111838102340698,0.3111838102340698,0.0021630386649370194,0.15167251229286194,0.0021630385890603065,test
0,stage2,state_48728cdb7070bc1097e864e9,2c_4e1effd6e44016fa9e71,isobaric,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,aromatic/unsaturated hydrocarbon,alcohol/polyol,0.555,0.44499999999999995,1.5890918970108032,1.5890918970108032,0.39246597126424315,0.4057375192642212,0.3924659788608551,test
0,stage2,state_48e64d934644fef7bd46297d,2c_8742372ba72e435a7962,isothermal,2,alkane/cycloalkane + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.2557,0.7443,0.8907682299613953,0.8907682299613953,0.16952879151336012,0.2830081582069397,0.1695287972688675,test
0,stage2,state_4b142d291446974c21679398,2c_03bd4325b126d2709459,isobaric,2,alkane/cycloalkane + alkane/cycloalkane,alkane/cycloalkane,alkane/cycloalkane,0.0,1.0,0.23205925524234772,0.23205925524234772,0.0,0.11602962762117386,0.0,test
0,stage2,state_4bdc8a84b8c1fb63a050e50d,2c_6f361cb0ec8be0b0e6dd,isobaric,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.705,0.29500000000000004,1.3290256261825562,1.3290256261825562,0.27640410460531717,0.37213411927223206,0.27640408277511597,test
0,stage2,state_4c7fca9c0652f93541ff7496,2c_c6a565ee5191fe2b2cdb,isothermal,2,alcohol/polyol + sulfur-containing,sulfur-containing,alcohol/polyol,1.0,0.0,1.232883095741272,1.232883095741272,0.0,0.616441547870636,0.0,test
0,stage2,state_4e42e14e7ad71353a41ed23a,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.569,0.43100000000000005,1.9394785165786743,1.9394785165786743,0.47563577192723755,0.49192702770233154,0.4756357669830322,test
0,stage2,state_4eb2484a660f2661543aeb37,2c_ae514b5a938c4d83d1c9,full_state,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.0253,0.9747,1.6228070259094238,1.6228070259094238,0.04001827520629406,0.773345947265625,0.04001827538013458,test
0,stage2,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,full_state,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,alcohol/polyol,aromatic/unsaturated hydrocarbon,0.8942,0.1058,1.7780100107192993,1.7780100107192993,0.1682110551577139,0.7017226815223694,0.16821105778217316,test
0,stage2,state_53049e172c822ebb818cc781,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.543,0.45699999999999996,1.1654785871505737,1.1654785871505737,0.289214676880002,0.29013118147850037,0.2892146706581116,test
0,stage2,state_5357c9feb8a2c5d9946db98f,2c_d61da005b4125a743b07,isobaric,2,carboxylic acid/ester + ether/carbonyl,carboxylic acid/ester,ether/carbonyl,0.4102,0.5898,-0.33770912885665894,0.33770912885665894,-0.08170398229069949,0.0838356465101242,-0.08170398324728012,test
0,stage2,state_53e93914444b90783c2472ce,2c_913ec9aa8f318623c900,isothermal,2,alkane/cycloalkane + nitrogen-containing,alkane/cycloalkane,nitrogen-containing,0.692,0.30800000000000005,1.2275446653366089,1.2275446653366089,0.2616339597911835,0.33248215913772583,0.2616339325904846,test
0,stage2,state_53f554f5f4698f0b6179c4f7,2c_b11dff0fda4f01349610,isobaric,2,alcohol/polyol + water,water,alcohol/polyol,0.3209,0.6791,0.27208369970321655,0.27208369970321655,0.05929334778632701,0.17770807445049286,0.059293344616889954,test
0,stage2,state_547a41f2a4b756b31d74c4c9,2c_165952a69a69e7a8d3f6,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.958,0.04200000000000004,2.488737106323242,2.488737106323242,0.10013682621002207,1.1272907257080078,0.10013682395219803,test
0,stage2,state_54a8b73dd5b479763a9cb7ab,2c_6f361cb0ec8be0b0e6dd,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.273,0.727,1.2235708236694336,1.2235708236694336,0.24284332494449618,0.369030624628067,0.24284331500530243,test
0,stage2,state_54c04079e46a97997dd1c552,2c_8742372ba72e435a7962,isothermal,2,alkane/cycloalkane + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0754,0.9246,0.8560981750488281,0.8560981750488281,0.05968274729782105,0.37134888768196106,0.05968274921178818,test
0,stage2,state_5622cf912262e4ceb85088ef,2c_4e1effd6e44016fa9e71,isobaric,2,alcohol/polyol + aromatic/unsaturated hydrocarbon,aromatic/unsaturated hydrocarbon,alcohol/polyol,0.857,0.14300000000000002,1.5549622774124146,1.5549622774124146,0.19056218205916883,0.5844337940216064,0.1905621886253357,test
0,stage2,state_5810a4e80b0ed24b837d8247,2c_b5e6a87ec43f38c5a3d1,full_state,2,alkane/cycloalkane + halogenated,alkane/cycloalkane,halogenated,0.032,0.968,0.7918670177459717,0.7918670177459717,0.02452887274169922,0.3742106556892395,0.024528874084353447,test
0,stage2,state_5a96ec02de225cd17778ebb9,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,sulfur-containing,alkane/cycloalkane,0.307,0.6930000000000001,0.5441141724586487,0.5441141724586487,0.11576083430474998,0.15876996517181396,0.11576084047555923,test
0,stage2,state_5eb7a964e5e3a631d6e171db,2c_f4a55bc5fa0e7d69faf8,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,1.0,0.0,0.43830734491348267,0.43830734491348267,0.0,0.21915367245674133,0.0,test
0,stage2,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.117,0.883,1.9792261123657227,1.9792261123657227,0.20447582889461519,0.7698276042938232,0.20447583496570587,test
0,stage2,state_601b74fa70d4e4dd4d3bdb99,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.0648,0.9352,2.1210732460021973,2.1210732460021973,0.1285390749380493,0.9080000519752502,0.1285390704870224,test
0,stage2,state_60fddecc9e4cd2ea5b71bb0d,2c_98afb8e6c65a310db5e0,isothermal,2,halogenated + halogenated,halogenated,halogenated,0.793,0.20699999999999996,1.2015005350112915,1.2015005350112915,0.1972275143226385,0.4043366312980652,0.19722750782966614,test
0,stage2,state_6163a0d0cb87e24d278213b7,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.02,0.98,2.1643388271331787,2.1643388271331787,0.0424210410118103,1.0300912857055664,0.042421042919158936,test
0,stage2,state_6246a303a4069ddf4b47cfc3,2c_ecb2aa3282976dc883b8,isothermal,2,alkane/cycloalkane + ether/carbonyl,ether/carbonyl,alkane/cycloalkane,0.47,0.53,0.32315242290496826,0.32315242290496826,0.0804972685456276,0.08237403631210327,0.08049726486206055,test
0,stage2,state_641e713a7a87f6f18ca0f52b,2c_e0b19b407556ad694f4a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.7695,0.23050000000000004,-0.2722656726837158,0.2722656726837158,-0.04829169429749251,0.069059818983078,-0.04829169809818268,test
0,stage2,state_6529f0900e27373ec92fc613,2c_fd67fdd685d7933bea7b,isothermal,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.906,0.09399999999999997,2.0633199214935303,2.0633199214935303,0.17572057779407496,0.8290952444076538,0.17572057247161865,test
0,stage2,state_68606fe5231b940017dd4c33,2c_8742372ba72e435a7962,isothermal,2,alkane/cycloalkane + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0765,0.9235,0.8755363821983337,0.8755363821983337,0.061854675445452326,0.3790300786495209,0.06185467168688774,test
0,stage2,state_68b3cc13f27b59c158529946,2c_9279bbcc7c86a33f7f84,isothermal,2,alkane/cycloalkane + nitrogen-containing,alkane/cycloalkane,nitrogen-containing,0.0371,0.9629,1.5544291734695435,1.5544291734695435,0.05552979047706485,0.7262770533561707,0.05552978813648224,test
0,stage2,state_694cbd7f27008e7f8f43a5a9,2c_68abb36eecbce76e2e58,isobaric,2,alkane/cycloalkane + halogenated,halogenated,alkane/cycloalkane,0.4705,0.5295000000000001,0.5527993440628052,0.5527993440628052,0.13771876238653064,0.13909244537353516,0.13771875202655792,test
0,stage2,state_6cfbd1f5ca18fdd6331cfe6e,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.003,0.997,1.206262230873108,1.206262230873108,0.003607930332541466,0.5999498963356018,0.0036079303827136755,test
0,stage2,state_6d044bf844ec959bdc2f8eba,2c_4cc4055379eb0154120e,isothermal,2,alkane/cycloalkane + sulfur-containing,alkane/cycloalkane,sulfur-containing,0.3997,0.6003000000000001,0.6117371916770935,0.6117371916770935,0.14678016671465458,0.16330905258655548,0.14678016304969788,test
0,stage2,state_6d67c8f607d48b68387d9dfe,2c_303f5d258da9140f9795,isothermal,2,carboxylic acid/ester + water,water,carboxylic acid/ester,0.9486,0.0514,0.9761375784873962,0.9761375784873962,0.047594555097391605,0.4211559593677521,0.047594550997018814,test
0,stage2,state_6dbf93f317ee0478ee119c3c,2c_ae514b5a938c4d83d1c9,full_state,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.1067,0.8933,1.6436573266983032,1.6436573266983032,0.1566653788965547,0.672935962677002,0.1566653847694397,test
0,stage2,state_712406ec38b4866c1b0d93f7,2c_e61dad92ccc0c30340a4,isobaric,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.0,1.0,0.9152514338493347,0.9152514338493347,0.0,0.45762571692466736,0.0,test
0,stage2,state_712a48d116a2698588b25bbd,2c_f4a55bc5fa0e7d69faf8,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.932,0.06799999999999995,0.459530234336853,0.459530234336853,0.02912318813133238,0.2062455713748932,0.02912318892776966,test
0,stage2,state_73002753a7b4d95ef1c5537d,2c_913ec9aa8f318623c900,isothermal,2,alkane/cycloalkane + nitrogen-containing,alkane/cycloalkane,nitrogen-containing,0.7111,0.28890000000000005,1.1740832328796387,1.1740832328796387,0.24119989055561544,0.32716381549835205,0.24119988083839417,test
0,stage2,state_746ca08bcbae0d7aac8e4926,2c_8742372ba72e435a7962,isothermal,2,alkane/cycloalkane + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.1516,0.8484,0.8807347416877747,0.8807347416877747,0.11327784779494288,0.33262085914611816,0.1132778450846672,test
0,stage2,state_749fc345106b925237866395,2c_9f31aad1f9974e54ecb0,isobaric,2,aromatic/unsaturated hydrocarbon + halogenated,halogenated,aromatic/unsaturated hydrocarbon,0.0,1.0,1.2175427675247192,1.2175427675247192,0.0,0.6087713837623596,0.0,test
0,stage2,state_7852e78dd5830d130bb40bcb,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.7278,0.2722,-0.30725640058517456,0.30725640058517456,-0.060869692911751275,0.07517680525779724,-0.06086969003081322,test
0,stage2,state_7880ee3446299d59b31d5d4f,2c_98afb8e6c65a310db5e0,isothermal,2,halogenated + halogenated,halogenated,halogenated,0.271,0.729,1.137237548828125,1.137237548828125,0.22467151290893556,0.3426479697227478,0.22467149794101715,test
0,stage2,state_78a2a93053bac6d853c4660c,2c_f84a6616de8e67ab84b6,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.079,0.921,-0.04621301591396332,0.04621301591396332,-0.0033624128248840573,0.01935197412967682,-0.00336241303011775,test
0,stage2,state_7953ec9b92c4f0c476c9d307,2c_c7052cf3bd6baff652ca,isobaric,2,alcohol/polyol + sulfoxide/sulfone,alcohol/polyol,sulfoxide/sulfone,0.2846,0.7154,-0.3923226594924927,0.3923226594924927,-0.07987800766902448,0.12464040517807007,-0.07987800240516663,test
0,stage2,state_7a1ab5636709d975506fa005,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.2813,0.7187,-0.2589636445045471,0.2589636445045471,-0.052354760288214085,0.08526074886322021,-0.052354760468006134,test
0,stage2,state_7aedef11345af2ce37667553,2c_98afb8e6c65a310db5e0,isothermal,2,halogenated + halogenated,halogenated,halogenated,0.888,0.11199999999999999,1.1617000102996826,1.1617000102996826,0.11553803622436522,0.4664981961250305,0.11553803831338882,test
0,stage2,state_7cb01e40478562f194fec52b,2c_acf6c70dfacb27974826,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.3689,0.6311,0.9791362881660461,0.9791362881660461,0.22795545103818118,0.26177337765693665,0.22795544564723969,test
